synchronisation,user_of_latest_model,age_of_customer_transformed,swimming_hours_per_week_transformed,biking_hours_per_week_transformed,running_hours_per_week_transformed,vo2_max_transformed,10k_running_time_prediction_transformed,support_cases_of_customer_transformed,customer_years_transformed,hot_enc__Male,hot_enc__Other,hot_enc__UnknownLand,hot_enc__Delhi,hot_enc__Mumbai,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White,most_current_software_update_month,most_current_software_update_day
1.0,0.0,-0.6229257232100878,0.41003534928624474,0.5270321845469912,-1.531568580511591,0.4146315707009269,0.2668045032678578,-0.47704042848944356,-0.38532046640756773,1,0,0,0,0,0,1,0,0,1,0,0,10,15
1.0,0.0,0.9674215661017012,0.12959499396277102,-0.7111838463863542,-0.938814316876903,-0.974694503964482,1.2715573174942087,5.19933758270342,0.16789400478810546,1,0,0,0,1,0,1,1,0,0,0,1,9,20
1.0,0.0,1.5010859460440247,-5.199337582605575,-0.7507050408088632,-0.36043946473661115,0.0,1.8826291220304576,0.5729675484954635,0.3853204664075674,1,0,0,1,0,0,1,1,0,0,1,0,5,1
1.0,0.0,0.6229257232100877,0.43072729929545744,0.9115341099594431,0.5354948869152448,-0.4085446085365914,0.2500158292883548,0.5729675484954635,0.16789400478810546,0,1,0,0,0,1,0,0,1,1,0,1,12,17
1.0,1.0,-0.08365173390712909,0.5249960723298196,0.707092541415774,-1.1107716166367858,1.4338835232056537,0.13102089173933346,0.5729675484954635,1.8339146358159146,0,0,0,0,0,0,0,0,1,0,1,0,11,25
1.0,1.0,-0.9027347916438648,0.9654672129788826,0.15718560291804085,-0.3406948270877956,0.7743835171171787,-0.46760384927158977,5.19933758270342,-0.38532046640756773,1,0,0,0,0,1,0,0,1,1,0,0,7,22
1.0,1.0,-1.8339146358159146,1.2899351630201996,-0.8394948848876872,0.0,1.2517385787730186,-1.4782751159110386,5.19933758270342,-5.199337582605575,0,1,0,0,0,0,0,0,0,1,0,0,4,15
1.0,0.0,1.1107716166367858,0.8080746339118066,-0.2874925583434353,0.886238692130004,-0.8255311822348373,0.7223829956083968,5.19933758270342,-0.08365173390712909,0,0,0,0,0,0,0,0,0,0,0,0,11,26
1.0,0.0,1.5010859460440247,-5.199337582605575,-0.36848169404959297,1.326521435622885,-1.3708609590126797,1.2752902390175747,-5.199337582605575,-0.7835003753897741,0,1,0,0,0,0,0,0,0,1,0,0,11,18
1.0,0.0,0.3853204664075674,-0.24551124016529643,2.2099136496876297,-5.199337582605575,-0.09509994878287518,0.60178946934532,-0.47704042848944356,-0.08365173390712909,1,0,0,0,1,0,0,0,1,1,0,0,4,30
1.0,0.0,1.5010859460440247,-0.16789400478810546,-0.6216660335781691,-0.5170400446713929,-1.6198908211675334,1.6034751440362514,0.5729675484954635,0.16789400478810546,1,0,0,0,0,0,0,1,0,0,0,0,10,18
1.0,0.0,5.19933758270342,0.687660393895967,1.778592491727641,-5.199337582605575,-2.5665015510766627,2.264817570698234,-5.199337582605575,-0.7835003753897741,1,0,0,0,0,0,0,0,1,0,1,0,2,23
1.0,1.0,-1.8339146358159146,0.4480902694393068,1.147565712633999,-0.04178929781645395,0.33495868797853917,-0.6971414348463421,0.5729675484954635,-0.7835003753897741,0,1,0,0,0,0,0,0,0,1,0,0,7,11
1.0,1.0,0.43072729929545744,-1.0763718062004621,-0.1900324943838446,0.6229257232100877,-0.6025706683651453,0.42977353160149895,-5.199337582605575,-0.38532046640756773,0,1,0,0,0,1,0,0,1,0,0,0,12,13
1.0,0.0,-0.3406948270877956,0.43072729929545744,0.1479554596574083,-1.4771144139527208,1.6280585397741874,0.06385282478287556,5.19933758270342,1.2815515655446004,1,0,0,1,0,0,1,1,0,1,0,0,5,30
1.0,1.0,-0.6229257232100878,0.5671674593354923,0.5318264267693101,-0.33471797886632465,0.5718676802659014,-0.2651956759746589,0.5729675484954635,0.3853204664075674,0,1,0,1,0,0,1,1,0,0,0,0,4,16
1.0,0.0,1.8339146358159146,0.0893830110066029,0.7788613712382716,-0.6538449257345857,-2.153674558924789,1.934862788743436,5.19933758270342,0.3853204664075674,1,0,0,0,0,1,0,0,0,0,1,1,9,19
1.0,1.0,-1.2815515655446004,1.5577258683460031,-1.0942341547175758,1.401167595440213,0.253121247757209,-0.7673774314602024,0.5729675484954635,-0.38532046640756773,1,0,0,0,0,1,0,0,0,0,1,1,10,28
1.0,0.0,1.2815515655446004,0.11808730602846662,-0.1310752517533977,-0.5914404384596158,-1.2575869691068027,1.6808882208950058,0.041789297816453665,-0.38532046640756773,0,0,0,0,0,1,0,1,0,0,0,1,9,19
1.0,0.0,1.5010859460440247,0.5010268860065848,-0.49369219360101935,0.6774692332905654,-1.552912544434788,1.3280719978219264,-5.199337582605575,-0.08365173390712909,0,1,0,0,0,1,0,0,1,0,0,0,2,22
1.0,0.0,-0.8416212335729142,0.14111986996430162,-5.199337582605575,-1.1907675378356715,0.5504076231538025,-0.46049453910311566,0.041789297816453665,0.3853204664075674,1,0,0,0,0,0,0,0,0,0,0,0,8,5
1.0,0.0,1.3829941271006387,-0.8342028832782433,0.32691846744142056,-0.3227998232847218,-1.3417946611105354,1.3855074778084338,-5.199337582605575,-5.199337582605575,1,0,0,0,0,0,1,1,0,0,1,1,4,23
1.0,1.0,0.041789297816453665,2.1792871283113513,3.289370677854771,-0.6179326761494298,0.6320106020234663,0.0946588319654822,-0.47704042848944356,-0.38532046640756773,0,1,0,0,0,0,0,1,0,1,0,0,12,5
1.0,0.0,0.5729675484954632,0.08365173390712909,-0.49369219360101935,0.4817268495847311,-0.7702762334872953,0.381624105947221,0.5729675484954635,-0.08365173390712909,0,0,0,0,0,0,1,1,0,0,1,0,9,1
1.0,0.0,0.7835003753897741,0.39633815470207834,0.6402626037811848,-0.5170400446713929,-0.5214885835032094,0.7790659159520533,-0.47704042848944356,0.16789400478810546,0,0,0,0,0,0,1,1,0,0,0,1,4,18
1.0,0.0,0.3406948270877954,1.111980949297595,0.038305075060589965,0.3535459199270439,-0.24702858606756906,-0.21783257582232657,-0.47704042848944356,1.8339146358159146,1,0,0,0,0,1,0,0,1,0,0,0,12,5
1.0,1.0,-1.0364333894937894,1.4260025852448583,1.0452031299008082,-0.6850518199583719,1.7326522138182505,-0.18653104933683134,-5.199337582605575,0.6229257232100877,0,1,0,0,0,0,0,1,0,0,1,0,9,20
1.0,1.0,-1.1107716166367858,-0.3734396775981019,-1.218864507144899,0.9561765389200616,0.2856368846723761,-1.134426047529772,0.041789297816453665,-0.38532046640756773,0,0,0,0,0,1,0,0,0,0,0,0,2,7
1.0,1.0,-1.5010859460440247,-5.199337582605575,1.1195777223043901,1.3790506854390725,0.3929570141986882,-1.4040769690153763,5.19933758270342,-5.199337582605575,0,1,0,0,0,0,0,0,1,0,1,0,6,8
1.0,0.0,-0.6229257232100878,0.3827149204840942,-0.30723404794189424,-1.7596974435972064,0.3153446331977113,-0.14431887118682502,-5.199337582605575,1.8339146358159146,0,1,0,0,0,0,1,1,0,0,0,1,10,23
1.0,1.0,-1.5010859460440247,-0.46331687057200877,0.3783470283275803,0.27660572696467334,0.03586603804803451,-0.561389801062964,5.19933758270342,-0.38532046640756773,1,0,0,0,0,1,0,0,1,1,0,0,8,23
1.0,0.0,0.08365173390712909,0.1238391000255962,-1.7123118410447393,0.6651789022144461,-0.32271928390374177,-0.3415971910063408,-0.47704042848944356,1.8339146358159146,0,0,0,0,0,1,0,0,1,1,0,0,7,24
1.0,0.0,0.0,-0.43072729929545756,-0.9271797923360112,-0.8416212335729142,-0.07214228914445286,0.21134505791241662,5.19933758270342,0.3853204664075674,1,0,0,0,0,0,1,1,0,0,0,0,3,26
1.0,1.0,-1.1107716166367858,-0.32156709013711304,-1.4070673877663673,0.7310530133010631,0.4855306771959781,-0.36684961225378776,0.041789297816453665,0.16789400478810546,0,0,0,0,0,0,1,0,0,0,1,0,8,18
1.0,0.0,1.3829941271006387,0.10659523532414415,-0.6109087644001246,0.6190287247250125,-1.8918457982727488,1.5238381349208914,-5.199337582605575,0.9027347916438648,0,0,0,0,0,0,1,1,0,1,0,0,2,1
1.0,0.0,1.2815515655446004,-0.11568299968571308,1.0316454396020198,1.8693145635940733,-1.0160599002008879,0.877301211593298,0.041789297816453665,-5.199337582605575,0,0,0,0,0,1,0,1,0,0,1,0,9,6
1.0,1.0,-0.6744897501960817,-0.7693818388286001,-1.278679047341324,1.115086257009977,0.2754523232579477,-1.5917943457120982,0.041789297816453665,-5.199337582605575,0,0,0,0,0,0,0,1,0,0,0,1,11,12
1.0,0.0,0.7279132908816441,0.44228784930304865,0.6446268551023524,0.3147288661725444,-0.752630455619404,0.7703976627868453,-5.199337582605575,-0.08365173390712909,0,0,0,0,0,1,0,1,0,0,1,0,8,31
1.0,1.0,-1.8339146358159146,0.6614350829065611,0.5780082929019622,1.0802301130787018,0.7937851994632839,-1.4040769690153763,0.041789297816453665,-0.7835003753897741,0,1,0,0,0,0,0,1,0,1,0,0,12,5
1.0,1.0,-0.7279132908816442,0.46558939694383733,0.6315704344807896,0.50058010546674,0.8854100369206548,-1.54253319032709,0.5729675484954635,0.6229257232100877,1,0,0,0,0,1,0,0,1,0,1,0,6,4
1.0,0.0,0.9674215661017012,-1.2512660199706414,1.3221214904787961,1.3197891411447094,-0.5284759634442281,0.8191696026947496,0.5729675484954635,-0.7835003753897741,0,1,0,0,0,1,0,0,1,0,1,0,10,3
1.0,0.0,0.5729675484954632,-0.3546220490094777,-1.0156828464032088,-1.6129240645144571,-0.6416970876964758,1.1069010345110242,0.5729675484954635,-5.199337582605575,0,0,0,0,0,0,1,1,0,0,0,1,3,13
1.0,1.0,0.08365173390712909,-1.1497513320495756,1.6173606059052965,-0.11221993480921268,0.9311888181652104,-0.14592722907985003,5.19933758270342,0.9027347916438648,1,0,0,0,0,1,0,0,1,0,0,1,9,7
1.0,0.0,-0.3406948270877956,0.03857307514780311,-1.7174442130139684,-0.788594556256793,-0.05025855897256938,0.2644808800143924,0.041789297816453665,0.3853204664075674,0,0,0,0,0,1,0,0,1,0,0,1,5,7
1.0,0.0,-0.16789400478810546,1.5202364333532443,0.2584311808426478,-5.199337582605575,0.11975197606011857,0.4221573593447894,-5.199337582605575,0.16789400478810546,1,0,0,0,0,1,0,0,1,1,0,0,12,9
1.0,1.0,0.7279132908816441,-5.199337582605575,0.9920652631284863,-0.7731160254444553,-0.7435165037257248,0.9284829232477477,-5.199337582605575,1.2815515655446004,0,1,0,0,0,0,1,0,1,1,0,0,12,21
0.0,0.0,1.0364333894937898,-0.9388143168769026,0.2982140438906715,-0.24805922171115083,-1.1754822237736087,1.231613335847382,5.19933758270342,-0.7835003753897741,1,0,0,0,0,1,0,0,1,0,0,0,11,3
1.0,1.0,1.8339146358159146,-1.3117866701084928,0.4009304203013811,-0.44487477011961096,-2.4526397197365517,2.76767743187026,-5.199337582605575,-0.38532046640756773,1,0,0,0,0,0,0,0,1,0,0,0,10,30
1.0,0.0,1.5010859460440247,-0.5729675484954635,0.3326910545251581,0.1638472679260492,-1.894365295566724,1.3687916359837802,0.5729675484954635,0.16789400478810546,1,0,0,0,0,1,0,1,0,1,0,1,3,14
1.0,1.0,-0.12566134685507402,0.7673774314602012,1.3559868463156268,1.620238075285923,1.4440015756927118,-1.919059697503897,0.041789297816453665,0.9027347916438648,1,0,0,0,0,0,0,1,0,1,0,1,6,19
1.0,1.0,0.3406948270877954,0.2617206689430132,0.8758078890818899,0.38721953310657775,-0.17760985729061055,0.2586780343395648,-5.199337582605575,1.8339146358159146,1,0,0,0,0,1,0,0,0,1,0,0,12,9
1.0,1.0,1.3829941271006387,0.7211238255744742,-1.2459176957301348,-0.09316573349802282,-1.449935536522422,1.4393489844663605,-5.199337582605575,1.2815515655446004,0,0,0,0,0,0,0,1,0,1,0,1,11,29
1.0,0.0,0.3406948270877954,0.38951750105750416,0.07666645765631844,-0.5914404384596158,-0.16270009523892168,0.1662937572232891,-0.47704042848944356,-5.199337582605575,1,0,0,0,0,0,1,1,0,0,0,1,2,8
1.0,0.0,-0.9674215661017012,-0.06644961858009107,-0.3443907771740609,0.9408031689569528,1.2644237254276076,-1.3000373660076554,-0.47704042848944356,-0.7835003753897741,1,0,0,0,0,1,0,0,1,1,0,0,7,12
1.0,1.0,0.5729675484954632,0.8702492202650387,1.0163795067979815,3.128100216266221,-0.4313724487158013,-0.7952156061407749,-0.47704042848944356,0.9027347916438648,0,1,0,0,0,0,0,0,1,0,0,0,12,19
1.0,0.0,5.19933758270342,-0.10918164398205733,0.0,0.1997620705846088,-2.4279079178085095,0.0,0.041789297816453665,-0.08365173390712909,1,0,0,0,0,0,1,1,0,0,1,0,4,26
1.0,1.0,-0.9027347916438648,-0.7693818388286001,0.0,0.696099369380601,0.381623713696571,-0.764876249094209,0.5729675484954635,0.3853204664075674,0,1,0,0,0,0,1,0,0,0,1,0,5,30
1.0,1.0,-0.2104283942479247,0.616637096791461,1.6652804782208672,0.5053210885138516,0.7684722767103283,-1.0594308175857927,0.5729675484954635,-0.38532046640756773,0,0,0,0,0,0,0,0,1,1,0,0,4,17
1.0,0.0,1.0364333894937898,-0.5800146152437611,-0.08365173390712909,0.08739073427064009,-1.2229385122331013,1.40031429663642,0.5729675484954635,0.6229257232100877,1,0,0,0,0,1,0,1,0,0,1,0,9,18
1.0,0.0,0.041789297816453665,-5.199337582605575,1.5286522344113214,0.5729675484954632,1.090222345206851,-0.17668565111599469,0.041789297816453665,1.2815515655446004,0,1,0,1,0,1,0,1,0,0,1,1,10,25
1.0,1.0,-0.2533471031357997,-5.199337582605575,-0.7441224753299046,1.18617726065093,0.2754523232579477,-1.040323643005665,0.041789297816453665,-0.38532046640756773,0,1,0,0,0,0,1,0,0,0,1,0,10,1
1.0,1.0,-1.2815515655446004,-0.6465106256909864,0.8828628296099021,-5.199337582605575,1.1595904370050543,0.39380932732324897,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,1,0,0,0,1,0,1,7,13
1.0,1.0,-0.7279132908816442,1.0120984610382837,0.3615358506720269,0.7149743087207803,1.5187236482074733,-1.309085032485307,-5.199337582605575,0.3853204664075674,1,0,0,0,0,1,0,0,1,1,0,1,5,12
1.0,1.0,-0.5244005127080409,0.7076435087528792,0.5511277048512239,0.11145864977969956,0.8705582619560949,-1.1655780562618563,5.19933758270342,0.9027347916438648,1,0,0,0,0,1,0,0,0,0,1,0,8,6
1.0,1.0,-0.43072729929545756,0.7076435087528792,0.5511277048512239,0.11145864977969956,0.8705582619560949,-1.1655780562618563,5.19933758270342,0.9027347916438648,1,0,0,0,0,1,0,0,0,0,1,0,8,6
1.0,1.0,-0.9674215661017012,0.21091711963986254,0.13643538705800048,0.3535459199270439,1.3816240811809237,-1.134426047529772,5.19933758270342,-0.38532046640756773,0,1,0,0,0,0,1,1,0,0,0,0,10,25
1.0,1.0,-0.2533471031357997,-0.5870906048048712,1.1220858310426007,-0.978685560246604,0.9628234025689473,-0.12825510838117943,-5.199337582605575,-0.7835003753897741,1,0,0,1,0,0,0,1,0,0,1,0,10,17
1.0,0.0,-0.08365173390712909,0.8379819939013756,0.9360119227425461,-0.035816631660069605,0.3287512017189903,-0.5107763946130126,-0.47704042848944356,0.6229257232100877,0,1,0,0,0,1,0,0,0,1,0,0,12,29
1.0,1.0,0.16789400478810546,-0.8811052248366495,0.46220851803739693,-1.0424544832293579,0.5575323620074331,0.4278671674072418,-5.199337582605575,-0.7835003753897741,1,0,0,0,0,0,1,0,0,1,0,0,5,10
1.0,1.0,1.0364333894937898,-0.9800852788461984,0.0,-1.4343258741183622,-1.4019073459481306,1.7220570804042208,-5.199337582605575,-0.7835003753897741,0,1,0,0,0,0,1,0,0,1,0,1,9,10
1.0,0.0,0.43072729929545744,-1.1577594068758699,1.7030174680711563,-0.9593324273568413,-0.34255976913271574,0.2621586838776418,5.19933758270342,-0.7835003753897741,1,0,0,0,0,0,0,0,0,0,1,0,12,8
1.0,0.0,0.16789400478810546,2.063338698421718,-0.3443907771740609,-0.5705424202991436,0.5171532148191498,0.18391867622853636,0.041789297816453665,-5.199337582605575,1,0,0,0,0,1,0,0,0,1,0,0,6,17
1.0,1.0,-0.2533471031357997,0.7673774314602012,2.455787226482837,-0.5809597135975498,1.8331905846617187,-1.0897453210293224,5.19933758270342,0.6229257232100877,1,0,0,0,0,0,0,0,1,1,0,1,8,21
0.0,0.0,1.2815515655446004,-5.199337582605575,0.43994086189551074,-5.199337582605575,-1.3290771748711152,1.9087025168118448,0.041789297816453665,0.16789400478810546,0,0,0,1,0,0,0,1,0,0,1,0,5,6
1.0,0.0,0.2918904697739106,0.13535518466384178,0.5487039353545199,-0.19988913073926656,-0.28422164614234663,0.2609981165197874,-0.47704042848944356,-0.38532046640756773,1,0,0,0,0,0,1,0,0,0,0,0,3,2
1.0,0.0,0.9674215661017012,0.0,-0.36545889645585533,0.18911842627279238,-0.9056865000599373,1.0368206414660366,-5.199337582605575,-5.199337582605575,0,0,0,0,0,0,1,0,1,0,1,0,10,27
1.0,1.0,1.1107716166367858,3.2511417631062525,-1.3090467404202064,0.356590076267527,-1.0117004363573654,1.004675694567829,0.5729675484954635,1.8339146358159146,1,0,0,0,0,0,0,0,0,1,0,0,9,28
1.0,0.0,0.5244005127080407,1.0863980046703232,0.024372409826393614,0.21577047124161242,-0.5764963047228017,0.5303263010306167,0.5729675484954635,0.3853204664075674,0,1,0,0,0,1,0,1,0,0,0,0,4,17
1.0,1.0,-0.2533471031357997,-0.8416212335729142,-5.199337582605575,0.40887665938754464,-0.3188488743234874,-0.1832472876997426,-0.47704042848944356,-5.199337582605575,0,1,0,0,0,0,1,1,0,0,0,0,1,30
1.0,0.0,0.7835003753897741,-1.4192132660261834,0.0,-0.8859357061752364,-0.8570763059005702,1.3333042884878747,0.5729675484954635,1.2815515655446004,1,0,0,1,0,0,1,1,0,1,0,0,5,25
1.0,0.0,-0.2533471031357997,-0.9473150563570555,-0.17785765622175917,-0.3853204664075676,-0.22235911737277866,0.071093015179594,0.041789297816453665,-0.7835003753897741,1,0,0,0,0,1,0,0,0,0,0,0,5,25
1.0,0.0,0.5244005127080407,-0.5244005127080409,-0.18029045802592378,-0.5097074822602529,-0.5975729827188708,0.6826959523983364,0.5729675484954635,-5.199337582605575,1,0,0,0,0,0,1,0,0,0,0,1,2,8
1.0,0.0,5.19933758270342,-0.1482688671303201,-1.2013134639303256,0.8080417745438163,0.0,1.6932517028467862,-0.47704042848944356,0.16789400478810546,0,1,0,0,0,1,0,0,1,0,1,1,12,21
1.0,1.0,-0.43072729929545756,1.1779180753962297,-0.9207077423952994,-1.233782530917419,0.9674215661017012,0.0807524689524017,-0.47704042848944356,0.6229257232100877,1,0,0,0,0,1,0,1,0,1,0,0,4,13
1.0,0.0,-0.08365173390712909,1.6400652081179334,0.28395491830296615,0.7606403757974673,0.0,-0.3766238270683166,0.041789297816453665,0.3853204664075674,0,1,0,0,0,1,0,0,0,1,0,1,11,30
1.0,1.0,-1.0364333894937894,2.1792871283113513,-0.8733417467746475,0.7213226505819671,1.4278824769850706,-1.3350064685844503,0.5729675484954635,-0.7835003753897741,0,0,0,0,0,1,0,1,0,1,0,0,9,26
1.0,1.0,0.08365173390712909,1.3185575502990545,0.6688545098209671,0.04155828438530539,0.21154665172706708,-0.5467953314635933,0.5729675484954635,0.16789400478810546,0,1,0,0,0,0,0,1,0,1,0,0,4,16
1.0,0.0,0.43072729929545744,1.5248063767703228,1.7137422760499905,-0.011936608571117828,0.40434101506730985,-0.10102024205959356,-5.199337582605575,-0.08365173390712909,0,1,0,0,0,0,0,0,1,1,0,1,7,15
1.0,1.0,-0.6744897501960817,0.1992013247892673,0.8711287183738993,-0.4053977219782401,1.9112687816311438,-0.3825056136156301,5.19933758270342,-0.7835003753897741,0,0,0,0,0,1,0,0,1,0,0,1,9,5
1.0,1.0,-0.9674215661017012,0.7616674560782708,1.9413645277069351,0.41198601061273726,1.0646715065610992,-1.303643630762162,-0.47704042848944356,0.16789400478810546,0,1,0,0,0,1,0,0,1,0,1,1,4,11
1.0,0.0,-1.2815515655446004,0.03214179332733828,-0.6465673800344504,-0.12653699285680167,0.36696311371396656,-0.8548530146102814,-5.199337582605575,-0.38532046640756773,1,0,0,0,0,0,0,0,1,1,0,0,11,11
1.0,0.0,1.2815515655446004,-0.4415380390635178,-1.167279181694759,-1.2561723260495894,-1.0643320547343644,2.112325831357944,-0.47704042848944356,1.8339146358159146,1,0,0,0,0,0,1,1,0,0,1,0,5,1
1.0,0.0,-1.2815515655446004,-0.43072729929545756,-0.23164991770941032,0.21577047124161242,0.38841771707516654,-0.7009514195842116,5.19933758270342,0.16789400478810546,1,0,0,0,0,0,1,0,1,0,0,0,1,16
1.0,0.0,0.08365173390712909,0.3370407571813536,-0.2874925583434353,-0.37534028765871497,0.2497349591476723,-0.07648218495182199,-5.199337582605575,-5.199337582605575,0,1,0,0,0,0,1,0,1,1,0,0,12,12
1.0,1.0,-1.2815515655446004,-5.199337582605575,0.4932080410558181,-0.437790081576489,0.3771041639613846,-0.5059336541658119,-0.47704042848944356,-0.08365173390712909,1,0,0,0,0,1,0,0,1,0,0,1,12,18
1.0,0.0,-0.12566134685507402,-1.3117866701084928,-0.035816631660069466,0.6713113922827719,-0.256258601862158,-0.754918942865404,0.5729675484954635,-0.08365173390712909,1,0,0,0,0,1,0,1,0,1,0,1,12,5
1.0,1.0,-0.5244005127080409,0.3275294074507553,0.0,-0.011936608571117828,0.898297325256984,-0.7327835168120308,-0.47704042848944356,0.6229257232100877,0,1,0,1,0,0,1,0,1,0,0,1,5,30
1.0,1.0,-0.6229257232100878,-5.199337582605575,0.03133798202142676,-0.38032564176363126,-0.24617549390089463,-0.3962818200195153,0.041789297816453665,-5.199337582605575,1,0,0,0,0,0,1,1,0,0,1,0,11,26
1.0,0.0,0.23899287047892498,1.2388133354879427,1.2036523613502133,1.1898909739711057,0.4284211638517214,-0.4534084277482573,0.041789297816453665,0.16789400478810546,0,1,0,0,0,0,0,0,0,1,0,1,9,14
0.0,0.0,0.5244005127080407,-0.5589578655042562,-0.3958428418544012,0.7023631707103803,-0.3324166390004395,0.4760105951455344,0.041789297816453665,-0.38532046640756773,1,0,0,0,0,0,0,1,0,0,1,0,1,27
1.0,0.0,1.3829941271006387,-0.6156959086521893,0.8758078890818899,0.356590076267527,-1.3949766545979498,1.154970802901841,0.041789297816453665,0.16789400478810546,1,0,0,0,0,1,0,1,0,0,1,0,9,3
1.0,0.0,-0.08365173390712909,-0.48531773025496217,-0.3270960176879688,-0.32875306391682696,-0.12416663267443033,-0.09462365946855797,5.19933758270342,-0.08365173390712909,0,0,0,0,0,0,0,0,1,0,0,0,9,2
1.0,0.0,0.5244005127080407,0.3759300043082579,-0.7310530133010628,-1.3774102012778944,-0.5210844989490344,0.9983704612206055,0.5729675484954635,-0.7835003753897741,0,0,0,0,0,0,0,0,0,1,0,0,8,11
0.0,0.0,1.3829941271006387,0.0,1.4068039514569524,0.9357279064511789,-1.1248743187878816,0.7506111654986064,0.5729675484954635,-0.08365173390712909,0,1,0,0,0,0,0,0,0,0,1,0,10,21
1.0,1.0,-0.3406948270877956,-0.1756027259873963,1.419302825498919,-1.2995807035609563,0.0,-0.8029150968937463,-0.47704042848944356,-0.38532046640756773,0,0,0,0,0,0,0,0,0,0,0,0,11,5
1.0,0.0,0.3406948270877954,-0.07477045310977666,-0.17785765622175917,0.3535459199270439,-0.25815857481807875,0.236164892161032,-5.199337582605575,-5.199337582605575,0,1,0,0,0,0,1,0,0,1,0,0,11,16
1.0,1.0,0.08365173390712909,0.46558939694383733,-1.7226222275172502,0.279523344882089,-0.2530053052285242,0.1134481326671861,-0.47704042848944356,1.8339146358159146,0,0,0,0,0,1,0,1,0,1,0,0,3,29
1.0,1.0,-0.43072729929545756,1.0120984610382837,-0.3385034155669778,1.1898909739711057,0.4401613059938006,-1.6973095223551837,-0.47704042848944356,0.9027347916438648,1,0,0,1,0,0,0,0,0,0,1,0,2,12
1.0,0.0,-0.6229257232100878,0.6614350829065611,-0.43961268167411044,-5.199337582605575,0.7306814799984465,0.2072214580943489,-0.47704042848944356,0.16789400478810546,0,1,0,0,0,0,1,1,0,1,0,0,12,14
1.0,0.0,0.9674215661017012,-0.4051026894454523,-0.5816820950328556,-5.199337582605575,-1.140324803790493,1.5167415608622863,-0.47704042848944356,-0.08365173390712909,0,1,0,0,0,0,1,1,0,0,1,0,11,16
1.0,0.0,0.5244005127080407,-1.2334562683865347,0.7208360585610627,-0.2638546885743323,-0.5832867959324923,0.7737247238481214,0.5729675484954635,1.8339146358159146,1,0,0,0,0,0,1,1,0,1,0,1,7,26
0.0,1.0,0.08365173390712909,-0.2533471031357997,0.0,2.3559838883241353,1.4024536688984814,-2.017146945718546,-5.199337582605575,0.16789400478810546,0,1,0,0,0,0,0,0,0,0,0,1,1,24
1.0,1.0,-1.8568441290659177,1.4022646346709227,2.215737150929881,-0.8416212335729142,1.2408020085297682,0.06144019034648042,-0.47704042848944356,-5.199337582605575,0,1,0,0,0,0,0,0,1,0,1,0,11,15
1.0,0.0,0.8416212335729143,-0.8651498956405324,-0.8983528356680011,-0.24805922171115083,-0.8855716086948792,0.807481441316394,0.5729675484954635,-0.08365173390712909,0,0,0,0,0,1,0,0,1,0,1,1,12,8
1.0,1.0,-1.8339146358159146,1.1537922168822417,1.1845419215859594,2.76352587443438,1.2756925584394705,-1.8357212367662692,-0.47704042848944356,-0.7835003753897741,0,1,0,0,0,0,0,0,0,1,0,0,11,5
1.0,1.0,-1.1107716166367858,0.20505570394585892,-0.2734602270076475,-5.199337582605575,0.49036340822570135,0.18802332176339884,0.041789297816453665,-0.7835003753897741,1,0,0,0,0,0,0,0,1,1,0,0,7,20
1.0,0.0,1.8339146358159146,-5.199337582605575,-0.7943169763034499,-0.1600498065187743,-2.1466140710130577,2.085643814334921,-0.47704042848944356,0.16789400478810546,0,0,0,0,0,0,1,0,1,0,1,1,1,25
1.0,1.0,0.8416212335729143,-0.16789400478810546,-1.167279181694759,0.23183436245300987,-0.8945256280163003,1.1084681880242384,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,1,0,1,0,1,0,0,8,6
1.0,0.0,1.2815515655446004,0.0,0.06968492031845568,0.8219204996904874,-1.0287637774548288,0.7269645365955584,5.19933758270342,-0.38532046640756773,1,0,0,0,0,0,0,1,0,0,0,1,1,29
1.0,0.0,0.0,2.0171663067656533,1.3416890759437512,0.013849217700468635,0.5984604960571756,-0.5798030497970296,0.041789297816453665,1.8339146358159146,1,0,0,0,0,0,0,0,1,1,0,0,11,30
1.0,0.0,-0.3406948270877956,1.5022667863366745,-1.167279181694759,-0.5447645063784217,0.26225480917397714,-0.6726177973987137,-5.199337582605575,1.8339146358159146,0,0,0,0,0,0,1,0,0,0,0,1,12,29
0.0,0.0,0.16789400478810546,0.20505570394585892,-0.48685606117538904,-0.4154974550890347,-0.06601181237584088,0.3863039275402575,-0.47704042848944356,0.9027347916438648,0,1,0,0,1,0,1,0,1,0,0,0,2,7
1.0,0.0,1.1107716166367858,1.8617121279693758,1.6686140065585156,1.423991969021477,-0.43098533753579443,0.4003947848118452,-5.199337582605575,0.6229257232100877,0,0,0,0,0,0,0,1,0,0,0,0,3,27
1.0,0.0,-0.9674215661017012,1.4918093621164181,-0.8394948848876872,0.696099369380601,0.5421305628087951,-0.6115674640355291,0.041789297816453665,0.6229257232100877,1,0,0,0,0,1,0,0,0,0,0,0,11,10
1.0,0.0,0.23899287047892498,-0.14174019633960902,0.9286101865153331,1.4201363448847906,0.7195898056194716,-0.3825056136156301,-0.47704042848944356,-5.199337582605575,0,0,0,0,0,1,0,0,0,0,0,0,12,25
