age_of_customer,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,synchronisation,user_of_latest_model,hot_enc__Male,hot_enc__Other,hot_enc__Germany,hot_enc__India,hot_enc__UK,hot_enc__USA,hot_enc__UnknownLand,hot_enc__Berlin,hot_enc__Birmingham,hot_enc__Brisbane,hot_enc__Chicago,hot_enc__Delhi,hot_enc__Hamburg,hot_enc__London,hot_enc__Los Angeles,hot_enc__Manchester,hot_enc__Melbourne,hot_enc__Mumbai,hot_enc__Munich,hot_enc__New York,hot_enc__Sydney,hot_enc__Fitness,hot_enc__Recreation,hot_enc__Evening,hot_enc__Morning,hot_enc__Free,hot_enc__Premium,hot_enc__White
23.0,0.52,2.7,2.66,5.89,59.89,42.6,3234.41,1.0,2.0,2024-06-24,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
35.0,0.88,11.17,5.32,17.37,63.08,39.47,8420.5,3.0,7.0,2024-03-28,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19.0,3.07,3.75,8.52,15.34,56.51,37.91,7741.97,0.0,0.0,2023-12-01,1.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,3.69,1.85,1.9,7.44,51.18,40.55,3994.41,0.0,8.0,2024-12-31,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
39.0,2.17,9.34,0.83,12.34,56.33,42.95,6020.47,1.0,9.0,2024-12-16,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
37.0,3.57,10.57,2.67,16.81,62.24,38.62,8398.55,2.0,3.0,2023-12-01,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
41.0,1.64,10.53,4.32,16.49,57.94,40.39,8103.44,1.0,9.0,2024-05-31,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
18.0,4.76,6.04,9.07,19.87,59.46,35.66,9769.04,0.0,0.0,2024-10-14,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
18.0,2.86,7.55,2.0,12.4,58.79,42.51,5965.8,2.0,0.0,2023-12-23,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34.0,0.82,4.69,2.79,8.3,61.01,39.76,4422.57,4.0,2.0,2024-05-07,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
18.0,1.24,4.26,6.15,11.66,65.04,40.07,5695.21,1.0,0.0,2024-12-29,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
47.0,0.6,6.12,4.42,11.15,51.39,42.64,5815.78,0.0,8.0,2023-12-29,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
58.0,0.47,0.6,1.94,3.01,23.84,55.39,1613.07,2.0,8.0,2023-11-18,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
20.0,1.08,6.75,4.57,12.4,59.62,38.41,6324.08,4.0,1.0,2024-11-14,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
39.0,1.23,3.5,3.31,8.04,54.98,39.07,4253.91,3.0,8.0,2024-09-29,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
61.0,6.67,1.68,3.07,11.43,27.87,58.49,5734.7,3.0,2.0,2024-05-01,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
62.0,2.44,5.4,6.67,14.52,24.7,58.38,7124.44,3.0,1.0,2024-09-07,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
43.0,0.46,2.14,1.38,3.98,48.86,47.95,2219.59,0.0,6.0,2023-11-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
30.0,2.63,0.84,6.94,10.41,60.12,34.81,5228.89,0.0,2.0,2024-12-20,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
18.0,1.6,0.89,4.32,6.81,49.54,44.75,3647.11,1.0,0.0,2024-03-27,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41.0,2.61,10.6,2.35,15.55,64.31,40.94,7501.18,3.0,6.0,2024-12-20,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52.0,5.4,10.36,1.87,17.62,49.23,52.25,9078.9,1.0,8.0,2024-12-23,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
45.0,5.08,0.0,0.9,5.98,45.51,47.2,3254.85,3.0,2.0,2024-04-22,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
53.0,3.51,5.8,1.33,10.64,41.5,53.12,5593.94,2.0,7.0,2024-03-21,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.0,0.74,4.09,4.48,9.31,56.12,39.86,4886.2,3.0,5.0,2024-08-26,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
57.0,4.5,8.55,2.22,15.27,42.39,52.47,7671.92,2.0,1.0,2024-10-12,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
33.0,3.2,13.67,2.39,19.26,62.64,37.14,9719.51,1.0,2.0,2024-11-02,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,2.56,6.3,2.41,11.27,56.6,42.88,5802.27,4.0,9.0,2024-12-30,1.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
33.0,5.1,6.48,3.36,14.94,58.63,35.89,7547.18,1.0,6.0,2024-07-14,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
32.0,2.91,4.81,6.7,14.42,69.34,37.2,7497.68,0.0,9.0,2023-10-29,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
51.0,0.9,7.83,4.66,13.39,48.53,43.83,6806.42,1.0,5.0,2024-08-22,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
18.0,1.72,5.95,0.0,7.67,50.84,47.17,3568.55,2.0,0.0,2024-02-08,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32.0,3.47,0.86,4.45,8.78,62.64,39.99,4173.42,1.0,8.0,2024-08-29,1.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
43.0,2.41,1.34,4.02,7.78,49.38,40.15,3859.56,0.0,2.0,2024-09-25,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60.0,2.04,4.22,6.0,12.27,25.46,55.05,6302.29,4.0,4.0,2024-02-04,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
22.0,1.84,5.12,1.94,8.9,54.76,39.95,4247.06,3.0,2.0,2024-10-27,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
52.0,2.5,1.78,2.17,6.45,42.59,49.03,3509.44,2.0,3.0,2023-11-26,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
30.0,4.18,7.66,6.04,17.88,69.36,36.37,8827.07,3.0,9.0,2024-05-20,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
27.0,2.35,0.0,3.59,5.93,59.2,40.54,2924.63,4.0,3.0,2023-11-30,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
28.0,2.71,7.78,2.01,12.5,58.15,38.54,6113.27,0.0,3.0,2024-11-03,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
35.0,1.34,1.22,0.12,2.68,52.34,45.06,1388.9,1.0,1.0,2024-08-30,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
56.0,4.23,9.94,7.34,21.51,40.69,43.97,10546.4,4.0,6.0,2024-12-30,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58.0,1.15,1.5,1.62,4.27,32.14,59.06,2280.01,2.0,7.0,2023-12-01,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
59.0,2.77,8.6,1.24,12.61,22.24,55.5,6118.56,3.0,5.0,2024-05-25,1.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
40.0,4.07,2.59,5.38,12.03,55.25,36.25,5858.39,2.0,5.0,2024-01-04,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
56.0,0.0,7.11,0.0,7.11,22.64,56.64,3312.0,1.0,3.0,2024-03-12,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
20.0,0.77,3.61,1.0,5.38,48.04,46.74,2650.66,1.0,0.0,2023-10-25,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
29.0,1.04,4.13,1.29,6.47,59.99,41.12,2946.46,2.0,1.0,2023-11-03,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
43.0,0.1,6.11,4.23,10.44,60.23,41.53,5341.46,2.0,8.0,2024-11-21,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,1.02,4.54,4.74,10.3,40.83,49.81,5381.63,1.0,3.0,2024-03-09,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
32.0,1.14,6.17,2.21,9.52,60.99,42.75,5007.24,1.0,6.0,2024-04-11,1.0,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
19.0,0.0,13.47,4.84,18.3,62.24,40.92,8914.61,1.0,1.0,2024-04-19,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
58.0,2.36,2.76,2.9,8.02,20.01,58.26,4303.38,0.0,8.0,2024-05-18,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
24.0,0.15,0.0,0.0,0.15,46.54,44.72,-47.26,0.0,0.0,2023-12-24,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49.0,2.02,6.77,7.48,16.26,51.98,43.25,7879.97,4.0,9.0,2024-02-13,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
21.0,5.56,4.81,1.02,11.39,60.65,41.59,5399.54,2.0,2.0,2024-07-08,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
37.0,3.84,0.0,1.16,5.0,55.89,45.25,2444.64,2.0,7.0,2024-05-08,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
49.0,5.5,8.25,6.0,19.74,57.65,39.36,9768.92,1.0,9.0,2024-09-24,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
45.0,0.44,9.78,0.0,10.22,57.65,47.1,5311.6,0.0,3.0,2024-11-19,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
30.0,1.37,1.81,1.24,4.41,59.67,43.77,2335.31,3.0,0.0,2024-01-11,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.0,4.02,2.63,2.81,9.46,58.26,44.39,4639.38,3.0,0.0,2024-01-06,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
47.0,3.26,7.09,0.95,11.29,54.58,50.41,5911.58,2.0,1.0,2023-11-20,1.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36.0,2.37,8.16,3.25,13.79,61.36,41.41,6893.32,1.0,8.0,2024-08-23,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18.0,3.28,2.82,3.45,9.55,51.49,39.99,4801.13,4.0,0.0,2024-09-24,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
39.0,0.48,7.19,3.84,11.51,62.1,40.93,5853.0,2.0,8.0,2024-06-21,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
41.0,0.96,2.68,1.1,4.75,50.33,45.99,2462.88,2.0,2.0,2024-08-04,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
62.0,0.0,4.33,0.0,4.33,20.95,63.98,1931.51,0.0,2.0,2024-02-06,1.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54.0,1.07,7.17,1.81,10.05,37.94,54.34,5011.19,3.0,8.0,2024-06-03,0.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
53.0,2.65,10.84,5.06,18.55,52.22,49.65,9187.4,1.0,1.0,2024-09-01,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
53.0,0.22,3.03,4.38,7.62,37.67,48.31,3806.4,2.0,7.0,2024-02-18,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
21.0,1.26,5.67,3.77,10.7,63.44,41.93,5605.18,2.0,2.0,2024-06-02,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
53.0,4.65,5.14,7.13,16.91,47.48,47.64,8445.5,0.0,6.0,2024-02-18,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35.0,3.53,16.11,3.08,22.72,68.76,39.0,11067.51,1.0,3.0,2024-09-16,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58.0,1.46,11.27,6.76,19.49,38.01,48.36,9936.37,4.0,7.0,2024-11-25,1.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
39.0,2.99,1.04,3.71,7.74,51.0,41.74,3875.89,3.0,5.0,2024-03-06,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
19.0,2.19,1.37,5.4,8.96,54.28,41.42,4330.44,4.0,0.0,2024-09-21,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
53.0,5.02,10.98,4.9,20.9,50.99,43.7,10486.94,2.0,9.0,2023-12-30,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
61.0,0.74,6.15,4.25,11.14,30.43,55.13,5869.01,1.0,1.0,2023-11-17,1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
56.0,2.18,4.16,2.4,8.74,29.83,51.84,4456.07,4.0,7.0,2024-05-24,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
64.0,3.64,3.8,9.12,16.56,28.73,57.14,8396.9,2.0,4.0,2024-04-04,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
46.0,0.48,0.62,3.63,4.73,43.34,46.28,2277.87,1.0,0.0,2024-03-12,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
43.0,3.51,10.5,3.89,17.9,62.73,39.86,9135.8,3.0,1.0,2024-09-02,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
38.0,1.98,7.8,3.29,13.07,58.58,40.12,6529.9,2.0,5.0,2024-05-15,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
34.0,4.45,4.58,3.57,12.6,61.36,37.53,6596.34,0.0,9.0,2024-09-28,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
33.0,4.23,0.0,4.12,8.35,57.28,41.59,4151.75,0.0,0.0,2024-02-16,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
48.0,0.99,1.66,3.82,6.47,42.7,46.88,2977.54,3.0,3.0,2024-05-31,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
26.0,0.83,12.31,6.39,19.53,69.48,37.69,9876.89,4.0,1.0,2024-12-16,1.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
48.0,1.79,5.01,2.78,9.58,46.97,47.23,4519.28,1.0,9.0,2024-03-13,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,3.64,3.08,0.42,7.14,38.93,52.7,3482.77,0.0,8.0,2024-04-24,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.0,2.64,4.56,4.33,11.52,52.51,43.72,5903.49,3.0,1.0,2024-12-20,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
63.0,5.54,9.51,6.11,21.16,24.01,57.8,10577.12,4.0,3.0,2024-06-14,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
52.0,2.69,2.45,2.49,7.63,32.09,50.14,3762.68,0.0,5.0,2024-04-23,1.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
56.0,3.61,4.96,3.14,11.71,38.88,51.88,6108.43,1.0,5.0,2024-07-29,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
64.0,0.99,10.64,2.29,13.92,19.32,60.97,6961.3,0.0,5.0,2024-04-11,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.0,0.0,7.37,2.97,10.34,54.94,39.77,5000.31,0.0,0.0,2024-03-10,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
58.0,3.14,5.93,6.86,15.93,36.55,49.37,8119.48,1.0,5.0,2024-10-03,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
35.0,2.26,8.12,4.67,15.04,57.68,37.87,7242.64,3.0,3.0,2024-12-08,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,4.48,3.65,1.93,10.06,61.69,38.31,4996.98,2.0,9.0,2024-09-12,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
21.0,1.78,2.49,5.87,10.14,59.82,37.53,5179.46,3.0,3.0,2024-04-30,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
46.0,1.93,0.9,2.15,4.97,43.34,45.84,2432.16,3.0,3.0,2023-10-15,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
24.0,3.64,2.39,4.11,10.14,62.87,38.74,5335.9,0.0,5.0,2024-07-26,1.0,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
31.0,4.66,5.64,5.71,16.0,247.2578,35.95,7960.27,4.0,6.0,2024-12-26,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
52.0,2.2,10.03,2.37,14.59,49.1,51.25,7030.54,1.0,9.0,2024-11-12,1.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,1.91,3.52,1.93,7.37,56.14,41.02,3813.84,4.0,3.0,2024-10-26,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
34.0,0.0,8.31,8.49,16.79,58.11,35.71,8444.06,0.0,0.0,2023-11-05,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49.0,1.21,10.26,1.04,12.51,46.86,50.01,6536.7,1.0,0.0,2024-10-26,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27.0,0.0,1.98,0.0,1.98,52.57,42.31,765.89,2.0,9.0,2024-06-21,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
60.0,1.91,5.27,0.0,7.18,25.87,58.69,3826.35,4.0,0.0,2024-12-10,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
34.0,0.0,3.77,1.48,5.25,58.54,43.35,2740.06,4.0,5.0,2024-03-05,1.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
22.0,2.58,5.83,3.7,12.11,66.78,42.34,5908.59,1.0,4.0,2024-11-11,1.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
62.0,2.59,2.65,4.61,9.85,16.17,59.4,5168.41,0.0,2.0,2024-11-23,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
59.0,2.82,1.25,0.1,4.17,27.94,59.17,2044.64,2.0,0.0,2024-02-05,1.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
26.0,2.34,6.18,4.16,12.68,64.48,36.16,6530.39,1.0,4.0,2024-08-16,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
50.0,0.53,0.57,2.19,3.29,40.05,51.35,1578.7,3.0,8.0,2024-11-24,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
53.0,0.0,3.06,1.25,4.31,39.45,54.8,2365.39,2.0,8.0,2024-04-08,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
53.0,0.42,3.68,5.27,9.37,43.74,46.47,4767.66,4.0,0.0,2024-01-31,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
26.0,0.0,8.2,2.86,11.06,67.0,39.69,5620.03,4.0,8.0,2024-01-16,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
31.0,0.39,10.38,8.5,19.28,62.96,33.9,9586.21,4.0,0.0,2024-02-16,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
32.0,5.16,6.09,5.9,17.15,72.61,36.41,8289.05,4.0,7.0,2024-10-31,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,3.3,12.69,9.44,25.44,68.81,29.12,12544.94,3.0,0.0,2024-10-14,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
59.0,2.27,9.15,2.4,13.82,31.91,57.75,6932.11,3.0,8.0,2024-11-06,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
