age_of_customer,sex,ctry,town,swimming_hours_per_week,biking_hours_per_week,running_hours_per_week,total_training_hours_per_week,vo2_max,10k_running_time_prediction,calories_burned_per_week,support_cases_of_customer,customer_years,most_current_software_update,goal_of_training,preferred_training_daytime,subscription_type,color_of_watch,synchronisation,user_of_latest_model
24.0,Male,Germayn,Berlin,1.4,1.65,1.51,4.56,53.08,41.2,2453.7,4.0,6.0,93.0,Recreation,Morning,Free,Black,Yes,1.0
56.0,Other,India,Mumbai,0.0,7.11,0.0,7.11,22.64,56.64,3312.0,1.0,3.0,295.0,Recreation,Evening,Basic,Black,No,0.0
20.0,Male,UK,London,0.77,3.61,1.0,5.38,48.04,46.74,2650.66,1.0,0.0,434.0,Fitness,Morning,Basic,White,Yes,0.0
29.0,Male,USA,Chicago,1.04,4.13,1.29,6.47,59.99,41.12,2946.46,2.0,1.0,425.0,Recreation,Morning,Free,White,Yes,1.0
24.0,Other,UK,London,2.09,2.69,1.74,6.51,56.53,43.44,3161.73,0.0,2.0,282.0,Fitness,Afternoon,Free,Black,Yes,0.0
43.0,Male,Australia,Brisbane,0.1,6.11,4.23,10.44,60.23,41.53,5341.46,2.0,8.0,41.0,Recreation,Afternoon,Premium,Black,Yes,1.0
54.0,Female,UK,Manchester,1.02,4.54,4.74,10.3,40.83,49.81,5381.63,1.0,3.0,298.0,Recreation,Afternoon,Premium,White,Yes,0.0
32.0,Male,Germany,Berlin,1.14,6.17,2.21,9.52,60.99,42.75,5007.24,1.0,6.0,265.0,Recreation,Evening,Premium,White,Yes,0.0
19.0,Female,Australia,Brisbane,0.0,13.47,4.84,18.3,62.24,40.92,8914.61,1.0,1.0,257.0,Competition,Evening,Premium,Black,Yes,1.0
58.0,Other,Australia,Sydney,2.36,2.76,2.9,8.02,20.01,58.26,4303.38,0.0,8.0,228.0,Fitness,Evening,Basic,Black,Yes,0.0
24.0,Female,UK,Birmingham,0.15,0.0,0.0,0.15,46.54,44.72,-47.26,0.0,0.0,374.0,Fitness,Morning,Basic,Black,Yes,0.0
49.0,Female,UK,Birmingham,2.02,6.77,7.48,16.26,51.98,43.25,7879.97,4.0,9.0,323.0,Recreation,Evening,Free,Black,No,0.0
21.0,Other,India,Mumbai,5.56,4.81,1.02,11.39,60.65,41.59,5399.54,2.0,2.0,177.0,Competition,Evening,Premium,Black,Yes,1.0
37.0,Female,USA,Chicago,3.84,0.0,1.16,5.0,55.89,45.25,2444.64,2.0,7.0,238.0,Fitness,Evening,Basic,White,Yes,0.0
53.0,Female,UK,London,1.38,5.529109014675052,0.87,4.92,33.69,56.42,2538.81,3.0,8.0,159.0,Recreation,Afternoon,Basic,Black,Yes,0.0
49.0,Other,UK,Manchester,5.5,8.25,6.0,19.74,57.65,39.36,9768.92,1.0,9.0,99.0,Competition,Evening,Basic,Black,Yes,0.0
45.0,Female,Germany,Hamburg,0.44,9.78,0.0,10.22,57.65,47.1,5311.6,0.0,3.0,43.0,Fitness,Morning,Basic,Black,Yes,0.0
30.0,Other,Australia,Brisbane,1.37,1.81,1.24,4.41,59.67,43.77,2335.31,3.0,0.0,356.0,Fitness,Afternoon,Basic,Black,Yes,0.0
18.0,Female,USA,Chicago,4.02,2.63,2.81,9.46,58.26,44.39,4639.38,3.0,0.0,361.0,Competition,Morning,Premium,Black,Yes,1.0
52.0,Other,Germany,Hamburg,5.5186438790168975,10.68,4.27,21.47,48.84,44.17,10876.33,0.0,7.0,359.0,Competition,Evening,Premium,White,Yes,0.0
47.0,Other,India,Delhi,3.26,7.09,0.95,11.29,54.58,50.41,5911.58,2.0,1.0,408.0,Competition,Afternoon,Premium,Black,Yes,1.0
53.0,Female,India,Delhi,1.29,10.93,3.29,15.5,45.36,49.88,5487.534848800834,1.0,0.0,136.0,Competition,Morning,Premium,Black,Yes,0.0
42.0,Female,UK,London,0.0,6.8,1.54,8.34,55.67,42.66,4055.95,2.0,6.0,3.0,Recreation,Morning,Free,White,Yes,0.0
33.0,Female,UK,Birmingham,3.2,7.01,5.36,15.56,65.47,33.83,7759.83,3.0,9.0,253.0,Fitness,Morning,Premium,Black,Yes,1.0
36.0,Male,India,Bangalore,2.37,8.16,3.25,13.79,61.36,41.41,6893.32,1.0,8.0,131.0,Fitness,Morning,Basic,Black,Yes,0.0
18.0,Male,UK,Manchester,3.28,2.82,3.45,9.55,51.49,39.99,4801.13,4.0,0.0,99.0,Fitness,Morning,Premium,White,No,1.0
22.0,Male,USA,Berlin,0.68,1.75,2.77,5.19,54.1,40.32,2475.58,3.0,2.0,325.0,Recreation,Evening,Free,White,Yes,0.0
39.0,Other,UK,Manchester,0.48,7.19,3.84,11.51,62.1,40.93,5853.0,2.0,8.0,194.0,Fitness,Evening,Basic,Black,Yes,0.0
41.0,Female,Australia,Melbourne,0.96,2.68,1.1,4.75,50.33,45.99,2462.88,2.0,2.0,150.0,Fitness,Morning,Premium,White,Yes,0.0
60.0,Other,UK,London,4.26,5.529109014675052,3.47,21.55,38.87,56.35,10819.25,2.0,5.0,375.0,Competition,Afternoon,Premium,Black,Yes,1.0
62.0,Male,Germany,Hamburg,0.0,4.33,0.0,4.33,20.95,63.98,1931.51,0.0,2.0,330.0,Fitness,Afternoon,Premium,Black,Yes,0.0
54.0,Female,USA,Chicago,1.07,7.17,1.81,10.05,37.94,54.34,5011.19,3.0,8.0,212.0,Recreation,Evening,Basic,Black,No,1.0
53.0,Other,Germany,Munich,2.65,10.84,5.06,18.55,52.22,49.65,9187.4,1.0,1.0,122.0,Competition,Evening,Basic,White,Yes,0.0
53.0,Female,Germany,Munich,0.22,3.03,4.38,7.62,37.67,48.31,3806.4,2.0,7.0,318.0,Competition,Evening,Free,Black,Yes,1.0
21.0,Other,Australia,Melbourne,1.26,5.67,3.77,10.7,63.44,41.93,5605.18,2.0,2.0,213.0,Recreation,Evening,Basic,Black,Yes,1.0
53.0,Female,USA,New York,4.65,5.14,7.13,16.91,47.48,47.64,8445.5,0.0,6.0,318.0,Competition,Evening,Basic,Black,Yes,1.0
35.0,Male,USA,New York,3.53,15.856303330907258,3.08,22.72,68.76,39.0,11067.51,1.0,3.0,107.0,Competition,Afternoon,Premium,Black,Yes,1.0
33.0,Male,USA,Los Angeles,2.99,4.36,1.42,8.77,55.8,43.1,4346.61,3.0,1.0,444.0,Recreation,Evening,Basic,White,Yes,1.0
58.0,Female,USA,Chicago,1.46,11.27,6.76,19.49,38.01,48.36,9936.37,4.0,7.0,37.0,Competition,Morning,Premium,Black,Yes,1.0
35.0,Other,USA,Chicago,0.0,4.84,0.0,4.84,54.83,44.74,5487.534848800834,0.0,4.0,210.0,Recreation,Morning,Premium,Black,Yes,0.0
39.0,Male,Australia,Sydney,2.99,1.04,3.71,7.74,51.0,41.74,3875.89,3.0,5.0,301.0,Recreation,Afternoon,Basic,Black,Yes,0.0
19.0,Male,UK,London,2.19,1.37,5.4,8.96,54.28,41.42,4330.44,4.0,0.0,102.0,Fitness,Morning,Free,Black,Yes,1.0
38.0,Male,Germany,Hamburg,1.22,3.24,5.31,9.77,51.172953593429156,42.0,4864.5,2.0,6.0,169.0,Fitness,Afternoon,Free,White,No,0.0
53.0,Female,USA,New York,5.02,10.98,4.9,20.9,50.99,43.7,10486.94,2.0,9.0,368.0,Competition,Afternoon,Basic,White,Yes,0.0
61.0,Female,UK,Birmingham,0.74,6.15,4.25,11.14,30.43,55.13,5869.01,1.0,1.0,411.0,Competition,Morning,Free,Black,Yes,0.0
56.0,Other,UK,Manchester,2.18,4.16,2.4,8.74,29.83,51.84,4456.07,4.0,7.0,222.0,Recreation,Evening,Premium,White,Yes,0.0
64.0,Other,Germayn,Berlin,3.64,3.8,7.885912380942829,16.56,28.73,57.14,8396.9,2.0,4.0,272.0,Competition,Morning,Premium,White,No,0.0
56.0,Other,Australia,Berlin,2.24,4.44,4.88,11.57,35.99,49.14,5779.65,2.0,8.0,148.0,Recreation,Morning,Basic,Black,No,0.0
46.0,Female,India,Mumbai,0.48,0.62,3.63,4.73,43.34,46.28,2277.87,1.0,0.0,295.0,Recreation,Afternoon,Free,Black,Yes,0.0
43.0,Female,India,Mumbai,3.51,10.5,3.89,17.9,62.73,39.86,9135.8,3.0,1.0,121.0,Competition,Morning,Free,White,Yes,1.0
38.0,Other,UK,Manchester,1.98,7.8,3.29,13.07,58.58,40.12,6529.9,2.0,5.0,231.0,Recreation,Afternoon,Premium,Black,Yes,1.0
34.0,Other,Germany,Munich,4.45,4.58,3.57,12.6,61.36,37.53,6596.34,0.0,9.0,95.0,Fitness,Evening,Basic,White,Yes,0.0
33.0,Female,India,Mumbai,4.23,0.0,4.12,8.35,57.28,41.59,4151.75,0.0,0.0,320.0,Competition,Evening,Free,Black,Yes,0.0
48.0,Other,UK,Manchester,0.99,1.66,3.82,6.47,42.7,46.88,2977.54,3.0,3.0,215.0,Fitness,Evening,Basic,Black,Yes,0.0
26.0,Male,Australia,Brisbane,0.83,12.31,6.39,19.53,69.48,37.69,9876.89,4.0,1.0,16.0,Competition,Morning,Free,Black,Yes,1.0
48.0,Female,India,Bangalore,1.79,5.01,2.78,9.58,46.97,47.23,4519.28,1.0,9.0,294.0,Recreation,Afternoon,Premium,Black,Yes,0.0
31.0,Other,UK,Manchester,1.84,5.529109014675052,8.03,21.14,63.22,30.51,10418.75,0.0,4.0,347.0,Competition,Evening,Premium,White,Yes,1.0
54.0,Female,UK,Birmingham,3.64,3.08,0.42,7.14,38.93,52.7,3482.77,0.0,8.0,252.0,Fitness,Afternoon,Basic,Black,No,0.0
19.0,Male,USA,Chicago,2.64,4.56,4.33,11.52,52.51,43.72,5903.49,3.0,1.0,12.0,Recreation,Afternoon,Premium,Black,Yes,1.0
63.0,Female,Australia,Brisbane,5.54,9.51,6.11,21.16,24.01,57.8,10577.12,4.0,3.0,201.0,Competition,Evening,Free,White,Yes,0.0
31.0,Female,USA,New York,2.81,5.03,5.88,13.72,67.47,33.69,6579.58,4.0,5.0,394.0,Fitness,Evening,Premium,Black,Yes,1.0
50.0,Female,Germany,Hamburg,6.28,10.19,6.29,22.75,50.54,43.38,11445.31,3.0,0.0,327.0,Competition,Afternoon,Basic,Black,Yes,1.0
52.0,Female,USA,Chicago,2.69,2.45,2.49,7.63,32.09,50.14,3762.68,0.0,5.0,253.0,Fitness,Evening,Basic,White,Yes,0.0
56.0,Male,USA,Los Angeles,3.61,4.96,3.14,11.71,38.88,51.88,6108.43,1.0,5.0,156.0,Fitness,Afternoon,Basic,Black,Yes,1.0
64.0,Female,India,Bangalore,0.99,10.64,2.29,13.92,19.32,60.97,6961.3,0.0,5.0,265.0,Competition,Afternoon,Free,Black,No,0.0
37.0,Female,UK,London,2.56,2.98,2.59,8.13,56.33,43.81,4190.44,4.0,5.0,154.0,Fitness,Evening,Free,Black,Yes,0.0
19.0,Other,Australia,Sydney,0.0,7.37,2.97,10.34,54.94,39.77,5000.31,0.0,0.0,297.0,Recreation,Morning,Free,Black,Yes,0.0
58.0,Female,USA,Los Angeles,3.14,5.93,6.86,15.93,36.55,49.37,8119.48,1.0,5.0,90.0,Fitness,Evening,Free,Black,Yes,0.0
36.0,Other,Australia,Sydney,1.54,5.529109014675052,0.0,3.56,51.45,43.85,1913.71,2.0,4.0,297.0,Recreation,Morning,Free,Black,Yes,0.0
54.0,Male,USA,New York,2.26,6.6,2.37,11.23,45.38,49.87,5857.0,0.0,1.0,437.0,Fitness,Afternoon,Premium,Black,Yes,1.0
35.0,Male,Germany,Hamburg,2.26,8.12,4.67,15.04,57.68,37.87,7242.64,3.0,3.0,24.0,Competition,Afternoon,Free,Black,Yes,1.0
33.0,Male,USA,Chicago,4.48,3.65,1.93,10.06,61.69,38.31,4996.98,2.0,9.0,111.0,Fitness,Morning,Free,Black,Yes,1.0
21.0,Male,India,Mumbai,1.78,2.49,5.87,10.14,59.82,37.53,5179.46,3.0,3.0,246.0,Fitness,Afternoon,Premium,Black,Yes,1.0
29.0,Other,UK,Berlin,2.7,5.21,2.13,10.04,57.51,43.48,4775.57,3.0,2.0,308.0,Competition,Morning,Free,Black,Yes,1.0
46.0,Female,Germany,Munich,1.93,0.9,2.15,4.97,43.34,45.84,2432.16,3.0,3.0,444.0,Recreation,Morning,Basic,White,Yes,1.0
24.0,Male,USA,Chicago,3.64,2.39,4.11,10.14,62.87,38.74,5335.9,0.0,5.0,159.0,Fitness,Afternoon,Free,White,Yes,1.0
31.0,Female,Australia,Sydney,4.66,5.64,5.71,16.0,64.71925144027105,35.95,7960.27,4.0,6.0,6.0,Fitness,Morning,Free,Black,Yes,0.0
52.0,Other,Germany,Munich,2.2,10.03,2.37,14.59,49.1,51.25,7030.54,1.0,9.0,50.0,Recreation,Evening,Basic,Black,Yes,0.0
22.0,Other,USA,New York,1.91,3.52,1.93,7.37,56.14,41.02,3813.84,4.0,3.0,67.0,Fitness,Afternoon,Basic,Black,No,1.0
34.0,Male,Germany,Hamburg,0.0,8.31,8.49,16.79,58.11,35.71,8444.06,0.0,0.0,423.0,Competition,Afternoon,Basic,Black,Yes,1.0
59.0,Female,Australia,Brisbane,1.29,6.95,3.68,11.92,37.09,57.3,5962.53,3.0,4.0,138.0,Fitness,Morning,Free,Black,Yes,0.0
49.0,Female,Germany,Munich,1.21,10.26,1.04,12.51,46.86,50.01,6536.7,1.0,0.0,67.0,Competition,Morning,Basic,Black,No,0.0
27.0,Female,Australia,Brisbane,0.0,1.98,0.0,1.98,52.57,42.31,765.89,2.0,9.0,194.0,Recreation,Morning,Basic,White,Yes,0.0
60.0,Other,USA,Los Angeles,1.91,5.27,0.0,7.18,25.87,58.69,3826.35,4.0,0.0,22.0,Recreation,Morning,Premium,Black,Yes,0.0
34.0,Male,UK,Manchester,0.0,3.77,1.48,5.25,58.54,43.35,2740.06,4.0,5.0,302.0,Recreation,Evening,Basic,Black,Yes,1.0
22.0,Other,Germany,Berlin,2.58,5.83,3.7,12.11,66.78,42.34,5908.59,1.0,4.0,51.0,Recreation,Evening,Basic,White,Yes,1.0
62.0,Other,UK,London,2.59,2.65,4.61,9.85,16.17,59.4,5168.41,0.0,2.0,39.0,Fitness,Afternoon,Premium,Black,Yes,0.0
59.0,Female,Australia,Brisbane,2.82,1.25,0.1,4.17,27.94,59.17,2044.64,2.0,0.0,331.0,Fitness,Morning,Premium,Black,Yes,1.0
26.0,Other,Germany,Munich,2.34,6.18,4.16,12.68,64.48,36.16,6530.39,1.0,4.0,138.0,Recreation,Morning,Free,Black,Yes,1.0
50.0,Female,India,Delhi,0.53,0.57,2.19,3.29,40.05,51.35,1578.7,3.0,8.0,38.0,Recreation,Afternoon,Premium,Black,Yes,0.0
53.0,Male,UK,London,0.0,3.06,1.25,4.31,39.45,54.8,2365.39,2.0,8.0,268.0,Recreation,Morning,Free,Black,No,0.0
53.0,Female,Germany,Berlin,0.42,3.68,5.27,9.37,43.74,46.47,4767.66,4.0,0.0,336.0,Fitness,Morning,Premium,Black,Yes,1.0
26.0,Female,Germany,Berlin,0.0,8.2,2.86,11.06,67.0,39.69,5620.03,4.0,8.0,351.0,Recreation,Morning,Free,Black,Yes,1.0
31.0,Other,UK,Manchester,0.39,10.38,8.5,19.28,62.96,33.9,9586.21,4.0,0.0,320.0,Competition,Afternoon,Free,White,Yes,1.0
42.0,Male,India,Berlin,0.7,3.02,0.97,4.7,50.11,47.83,2150.94,0.0,4.0,101.0,Recreation,Morning,Premium,White,Yes,0.0
32.0,Male,India,Bangalore,5.16,6.09,5.9,17.15,72.61,36.41,8289.05,4.0,7.0,62.0,Competition,Afternoon,Basic,Black,Yes,1.0
23.0,Male,Australia,Melbourne,3.3,12.69,4.8346995769625245,20.389575195029046,68.81,29.12,9870.741740566522,3.0,0.0,79.0,Competition,Morning,Premium,Black,Yes,1.0
59.0,Female,Germany,Hamburg,2.27,9.15,2.4,13.82,31.91,57.75,6932.11,3.0,8.0,56.0,Recreation,Evening,Free,Black,Yes,1.0
46.0,Female,UK,Birmingham,1.19,10.31,2.66,14.16,59.24,47.53,7068.35,2.0,0.0,111.0,Competition,Evening,Premium,White,Yes,1.0
32.0,Male,Australia,Melbourne,2.93,3.29,2.49,8.71,58.12,43.28,4357.37,4.0,8.0,100.0,Recreation,Evening,Free,Black,Yes,1.0
46.0,Other,UK,Birmingham,2.51,6.52,1.86,10.89,47.15,48.31,5293.83,4.0,0.0,19.0,Fitness,Evening,Free,Black,Yes,0.0
21.0,Female,Germany,Berlin,2.68,5.529109014675052,4.79,8.88,54.96,38.87,4549.18,1.0,0.0,378.0,Fitness,Afternoon,Basic,Black,Yes,1.0
35.0,Female,India,Mumbai,2.78,4.4,3.03,10.21,64.64,41.93,5228.06,0.0,9.0,127.0,Fitness,Afternoon,Basic,Black,Yes,0.0
61.0,Female,USA,Berlin,4.75,6.33,4.43,15.52,29.1,58.79,7673.01,2.0,2.0,399.0,Fitness,Morning,Free,Black,Yes,0.0
56.0,Male,India,Bangalore,2.98,9.98,0.48,13.44,45.0,56.42,6946.61,4.0,2.0,127.0,Competition,Evening,Premium,Black,Yes,1.0
33.0,Male,Australia,Sydney,1.61,6.62,4.02,12.25,64.4,37.21,6211.21,1.0,0.0,118.0,Recreation,Afternoon,Free,Black,Yes,0.0
28.0,Male,USA,Chicago,1.36,4.93,0.78,7.07,55.63,45.61,3662.03,0.0,8.0,428.0,Recreation,Morning,Free,Black,No,1.0
31.0,Male,Australia,Sydney,0.76,1.25,0.81,2.82,55.17,43.35,1276.56,2.0,1.0,290.0,Recreation,Morning,Premium,Black,Yes,0.0
20.0,Male,Germany,Munich,2.14,9.74,0.0,11.87,54.86,42.4,5636.88,2.0,1.0,45.0,Fitness,Afternoon,Premium,White,Yes,1.0
59.0,Other,USA,Chicago,2.44,2.33,7.76,12.53,28.6,49.21,6485.09,4.0,8.0,223.0,Fitness,Evening,Premium,Black,Yes,1.0
55.0,Other,Australia,Brisbane,4.44,6.94,2.05,13.42,56.31,53.66,6901.35,2.0,7.0,431.0,Recreation,Morning,Premium,Black,Yes,0.0
62.0,Male,Germany,Berlin,0.0,0.0,5.17,5.17,22.62,58.9,2360.93,1.0,1.0,152.0,Fitness,Evening,Free,Black,Yes,0.0
59.0,Female,India,Delhi,0.3,4.44,3.09,7.83,30.78,54.73,3840.78,2.0,3.0,262.0,Recreation,Evening,Free,Black,Yes,0.0
35.0,Male,Germany,Berlin,0.47,7.04,1.18,8.69,56.13,44.02,4440.5,3.0,0.0,74.0,Recreation,Evening,Basic,Black,Yes,0.0
37.0,Other,UK,London,1.3,1.15,2.24,4.69,60.4,44.6,2435.67,1.0,0.0,381.0,Recreation,Morning,Free,White,Yes,0.0
42.0,Other,Germany,Munich,0.0,3.89,2.34,6.24,56.28,45.64,3334.11,0.0,3.0,402.0,Recreation,Evening,Premium,Black,Yes,0.0
55.0,Female,Germany,Munich,3.1,2.48,2.01,7.6,42.38,52.18,3582.04,0.0,1.0,297.0,Recreation,Morning,Basic,White,No,0.0
30.0,Other,UnknownLand,London,0.76,5.22,2.89,8.87,66.28,41.47,4394.51,4.0,2.0,281.0,Recreation,Evening,Premium,Black,Yes,0.0
21.0,Male,Australia,Melbourne,0.0,5.76,3.4,9.16,51.24,38.45,4338.63,4.0,1.0,66.0,Recreation,Morning,Free,Black,Yes,1.0
31.0,Female,Australia,Sydney,0.0,1.24,3.84,5.08,52.54,38.99,2471.81,3.0,8.0,236.0,Fitness,Evening,Basic,Black,Yes,0.0
50.0,Male,Germany,Hamburg,0.59,0.84,0.64,2.08,35.94,51.33,747.94,0.0,1.0,359.0,Recreation,Afternoon,Premium,Black,Yes,0.0
45.0,Male,UK,London,1.05,2.71,5.51,9.26,47.96,44.15,4871.44,0.0,3.0,346.0,Recreation,Evening,Basic,White,Yes,0.0
54.0,Female,UK,Birmingham,3.88,4.64,1.71,10.22,40.37,52.11,5127.13,0.0,0.0,381.0,Fitness,Evening,Basic,White,Yes,0.0
25.0,Male,India,Mumbai,3.93,5.85,2.76,12.55,59.2,37.29,6485.07,0.0,6.0,46.0,Fitness,Morning,Free,White,Yes,0.0
-1.0,Other,Australia,Melbourne,5.2,0.0,1.63,6.83,30.08,60.34,3151.63,2.0,5.0,172.0,Fitness,Morning,Premium,White,Yes,0.0
51.0,Male,USA,Chicago,1.86,0.43,3.34,5.63,47.82,49.35,2650.8,1.0,9.0,0.0,Recreation,Evening,Basic,White,Yes,1.0
61.0,Female,Australia,Melbourne,0.62,10.05,4.96,15.62,28.89,58.83,7664.95,1.0,1.0,261.0,Competition,Afternoon,Basic,Black,Yes,1.0
62.0,Female,Australia,Melbourne,0.62,10.05,4.96,15.62,28.89,58.83,7664.95,1.0,1.0,261.0,Competition,Afternoon,Basic,Black,Yes,1.0
22.0,Female,Australia,Brisbane,5.91,4.65,3.9,14.46,68.5,42.14,7159.85,3.0,2.0,177.0,Competition,Afternoon,Premium,Black,Yes,1.0
22.0,Female,India,Bangalore,2.67,9.62,0.05,12.35,65.21,41.84,6356.47,2.0,1.0,192.0,Fitness,Morning,Basic,Black,Yes,1.0
48.0,Male,USA,New York,4.73,0.96,3.02,8.72,45.72,44.83,4290.19,0.0,5.0,309.0,Competition,Afternoon,Basic,Black,Yes,1.0
62.0,Female,India,Berlin,0.0,1.77,7.6,9.36,28.102190070426545,53.99,4505.27,0.0,5.0,23.0,Fitness,Evening,Basic,White,Yes,0.0
26.0,Female,USA,New York,2.82,8.46,0.88,12.16,60.53,43.74,5817.94,4.0,3.0,364.0,Recreation,Morning,Premium,Black,Yes,1.0
59.0,Male,Germany,Berlin,3.66,3.98,0.45,8.09,25.4,56.79,3791.78,4.0,1.0,317.0,Competition,Evening,Premium,Black,No,0.0
49.0,Other,USA,Los Angeles,2.74,5.1,4.49,12.34,49.46,43.02,6323.85,3.0,0.0,26.0,Recreation,Morning,Premium,Black,Yes,1.0
50.0,Male,India,Mumbai,0.0,2.68,4.26,6.94,43.59,47.58,3434.82,0.0,7.0,202.0,Competition,Morning,Premium,Black,Yes,0.0
20.0,Female,Australia,Sydney,2.45,4.73,6.53,13.71,59.61,36.21,5487.534848800834,3.0,2.0,36.0,Fitness,Morning,Free,Black,Yes,1.0
47.0,Female,USA,Chicago,4.0,8.91,5.03,17.93,57.45,39.72,9076.67,2.0,5.0,297.0,Competition,Morning,Basic,Black,Yes,1.0
29.0,Male,USA,Los Angeles,2.02,1.44,1.56,5.01,52.11,41.62,2285.75,1.0,0.0,66.0,Recreation,Afternoon,Premium,Black,Yes,1.0
46.0,Other,UK,Manchester,1.97,4.56,2.11,8.64,51.37,44.92,4105.27,0.0,0.0,3.0,Recreation,Evening,Basic,Black,No,0.0
20.0,Female,Australia,Brisbane,5.78,6.05,2.19,14.02,57.98,42.07,7164.75,2.0,1.0,275.0,Competition,Evening,Basic,Black,Yes,1.0
43.0,Female,Germany,Hamburg,1.47,5.28,1.98,8.73,53.88,47.53,4498.87,0.0,8.0,37.0,Recreation,Evening,Free,Black,Yes,0.0
47.0,Female,India,Mumbai,0.9,7.32,3.66,11.87,54.56,42.49,5862.07,4.0,2.0,390.0,Recreation,Morning,Premium,Black,Yes,1.0
26.0,Male,Germany,Munich,3.66,6.94,5.88,16.48,60.01,35.38,7987.3,3.0,3.0,209.0,Recreation,Afternoon,Premium,Black,Yes,1.0
43.0,Female,Australia,Sydney,7.301224255959019,3.07,7.63,19.24,59.88,39.5,9327.54,4.0,9.0,410.0,Competition,Evening,Basic,Black,Yes,0.0
19.0,Other,USA,Chicago,1.43,2.69,1.65,5.77,52.28,46.88,2758.08,1.0,1.0,376.0,Competition,Afternoon,Premium,Black,No,1.0
20.0,Female,USA,Berlin,0.65,0.59,3.38,4.62,50.74,42.06,2014.38,4.0,1.0,62.0,Recreation,Morning,Basic,Black,Yes,1.0
63.0,Female,Australia,Melbourne,1.75,2.23,3.0,6.99,21.12,63.57,3333.08,0.0,3.0,333.0,Recreation,Evening,Basic,Black,Yes,0.0
21.0,Other,USA,New York,2.96,7.88,1.22,12.06,56.19,40.51,5980.06,4.0,0.0,8.0,Competition,Afternoon,Free,Black,Yes,1.0
42.0,Female,USA,Los Angeles,4.11,9.27,9.525314993218053,23.53,62.97,34.3,11539.75,0.0,8.0,102.0,Fitness,Morning,Free,Black,Yes,0.0
30.0,Male,USA,New York,2.69,7.07,0.25,10.01,57.71,45.58,4769.8,1.0,2.0,78.0,Recreation,Afternoon,Free,Black,Yes,0.0
56.0,Male,India,Mumbai,2.19,2.72,1.18,6.1,36.46,56.34,3285.41,4.0,4.0,103.0,Recreation,Evening,Basic,White,Yes,0.0
61.0,Male,India,Delhi,0.0,2.6,2.21,4.81,23.458893385841876,61.04,2456.22,3.0,5.0,245.0,Recreation,Evening,Premium,Black,Yes,0.0
52.0,Other,UK,Manchester,2.72,8.75,4.22,15.69,48.33,45.44,8107.15,3.0,4.0,15.0,Fitness,Morning,Free,White,Yes,0.0
40.0,Female,Germayn,Munich,2.88,7.84,0.92,11.64,65.16,44.55,5729.91,3.0,9.0,37.0,Competition,Morning,Premium,Black,Yes,1.0
26.0,Male,Australia,Sydney,3.62,5.62,2.25,11.48,60.56,41.32,5848.18,4.0,2.0,163.0,Fitness,Morning,Free,Black,Yes,1.0
19.0,Other,Australia,Sydney,4.22,2.34,8.214222003875053,15.61,64.13,36.15,7629.84,4.0,0.0,261.0,Competition,Afternoon,Free,Black,Yes,1.0
58.0,Female,Australia,Sydney,3.34,4.13,5.05,12.52,39.37,50.28,6333.49,4.0,3.0,402.0,Competition,Afternoon,Basic,Black,Yes,0.0
61.0,Other,UK,Birmingham,0.0,3.85,6.14,9.99,28.55,56.37,4772.67,0.0,1.0,44.0,Competition,Afternoon,Free,Black,Yes,0.0
48.0,Male,India,Mumbai,1.65,14.04,0.0,15.69,52.49,48.91,7546.33,1.0,3.0,246.0,Competition,Morning,Free,Black,Yes,0.0
61.0,Male,UK,Manchester,1.75,3.0,1.95,6.7,24.69,59.18,3606.49,3.0,4.0,441.0,Competition,Evening,Basic,Black,Yes,0.0
64.0,Male,Australia,Melbourne,3.14,11.94,0.0,15.09,16.54,63.35,7577.8,0.0,1.0,313.0,Competition,Morning,Premium,Black,Yes,0.0
19.0,Other,Germany,Munich,2.75,9.86,2.84,15.45,57.0,40.15,7979.65,3.0,1.0,174.0,Competition,Afternoon,Free,Black,Yes,1.0
49.0,Other,USA,New York,0.48,4.51,4.45,9.44,44.31,47.16,4619.96,0.0,2.0,385.0,Fitness,Morning,Basic,Black,Yes,1.0
35.0,Male,India,Delhi,2.72,5.58,0.32,8.62,66.68,44.09,4208.59,4.0,8.0,216.0,Recreation,Evening,Free,Black,Yes,0.0
30.0,Other,India,Delhi,2.95,7.09,2.26,12.3,59.03,42.35,6089.24,3.0,5.0,260.0,Recreation,Evening,Basic,Black,Yes,1.0
63.0,Male,UK,Birmingham,2.12,8.17,1.69,11.98,18.42,61.47,6114.45,4.0,5.0,104.0,Fitness,Afternoon,Premium,White,Yes,0.0
22.0,Male,India,Bangalore,4.8,1.69,6.35,12.84,56.2,39.83,6460.34,3.0,2.0,65.0,Fitness,Afternoon,Premium,White,Yes,1.0
59.0,Female,Australia,Melbourne,2.17,4.74,1.81,8.72,30.33,59.72,4616.64,2.0,2.0,104.0,Fitness,Evening,Basic,White,Yes,0.0
61.0,Other,Australia,Berlin,2.84,3.46,4.54,10.85,25.91,56.88,5139.53,0.0,3.0,314.0,Fitness,Morning,Basic,Black,Yes,0.0
27.0,Male,UK,Birmingham,2.21,0.0,0.8,3.01,58.85,41.35,1630.46,2.0,5.0,149.0,Competition,Afternoon,Basic,Black,Yes,0.0
60.0,Male,Australia,Melbourne,0.78,6.2,2.28,9.26,28.95,57.41,4529.74,0.0,0.0,253.0,Recreation,Evening,Premium,White,Yes,0.0
